,Audio_files , Happy , Sad , Angry , Scary,class
12769,8_audio_110.wav,0.6217,0.1886,0.0101,0.0651, Happy 
12770,8_audio_111.wav,0.1568,0.007,0.6857,0.5606, Angry 
12771,8_audio_111.wav,0.3892,0.0029,0.3949,0.3047, Angry 
12772,8_audio_111.wav,0.2094,0.0073,0.379,0.3952, Scary
12773,8_audio_111.wav,0.492,0.0049,0.1902,0.2528, Happy 
12774,8_audio_111.wav,0.384,0.0055,0.0402,0.316, Happy 
12775,8_audio_111.wav,0.4916,0.0057,0.0366,0.2511, Happy 
12776,8_audio_111.wav,0.4695,0.007,0.0229,0.4271, Happy 
12777,8_audio_111.wav,0.3558,0.0114,0.0204,0.2361, Happy 
12778,8_audio_111.wav,0.6527,0.022,0.0034,0.1587, Happy 
12779,8_audio_111.wav,0.6834,0.1005,0.0018,0.1228, Happy 
12780,8_audio_112.wav,0.7015,0.0161,0.0613,0.0676, Happy 
12781,8_audio_112.wav,0.8054,0.0189,0.0206,0.0379, Happy 
12782,8_audio_112.wav,0.7675,0.0181,0.0126,0.0429, Happy 
12783,8_audio_112.wav,0.6607,0.0097,0.008,0.1261, Happy 
12784,8_audio_112.wav,0.6389,0.0613,0.044,0.0285, Happy 
12785,8_audio_112.wav,0.4769,0.0283,0.1318,0.0173, Happy 
12786,8_audio_112.wav,0.6634,0.0123,0.037,0.0148, Happy 
12787,8_audio_112.wav,0.2577,0.0188,0.0068,0.0864, Happy 
12788,8_audio_112.wav,0.6709,0.0501,0.001,0.0348, Happy 
12789,8_audio_112.wav,0.3993,0.4087,0.0133,0.022, Sad 
12790,8_audio_113.wav,0.3297,0.0252,0.2025,0.2872, Happy 
12791,8_audio_113.wav,0.3301,0.0215,0.1174,0.2549, Happy 
12792,8_audio_113.wav,0.1541,0.0064,0.0775,0.2112, Scary
12793,8_audio_113.wav,0.126,0.0055,0.0275,0.0769, Happy 
12794,8_audio_113.wav,0.0531,0.0083,0.0092,0.0379, Happy 
12795,8_audio_113.wav,0.1382,0.0097,0.0189,0.013, Happy 
12796,8_audio_113.wav,0.1261,0.0143,0.0751,0.0155, Happy 
12797,8_audio_113.wav,0.2487,0.0541,0.0558,0.0076, Happy 
12798,8_audio_113.wav,0.272,0.1206,0.0822,0.0092, Happy 
12799,8_audio_113.wav,0.9031,0.0763,0.0482,0.0064, Happy 
12800,8_audio_114.wav,0.3815,0.1013,0.0147,0.2095, Happy 
12801,8_audio_114.wav,0.5858,0.051,0.0023,0.2725, Happy 
12802,8_audio_114.wav,0.8533,0.2509,0.0014,0.0986, Happy 
12803,8_audio_114.wav,0.3918,0.2806,0.0012,0.0334, Happy 
12804,8_audio_114.wav,0.4443,0.125,0.0008,0.0803, Happy 
12805,8_audio_114.wav,0.5563,0.0677,0.0007,0.1555, Happy 
12806,8_audio_114.wav,0.4602,0.2935,0.0007,0.0355, Happy 
12807,8_audio_114.wav,0.4972,0.2619,0.0008,0.0353, Happy 
12808,8_audio_114.wav,0.4551,0.3734,0.001,0.0359, Happy 
12809,8_audio_114.wav,0.6009,0.6517,0.0023,0.0191, Sad 
12810,8_audio_115.wav,0.6692,0.1446,0.0032,0.0205, Happy 
12811,8_audio_115.wav,0.8019,0.0471,0.001,0.0092, Happy 
12812,8_audio_115.wav,0.6465,0.0325,0.0004,0.0048, Happy 
12813,8_audio_115.wav,0.5378,0.049,0.0007,0.0198, Happy 
12814,8_audio_115.wav,0.4313,0.1179,0.0007,0.0325, Happy 
12815,8_audio_115.wav,0.3093,0.311,0.0006,0.0211, Sad 
12816,8_audio_115.wav,0.5228,0.4458,0.0005,0.0048, Happy 
12817,8_audio_115.wav,0.5452,0.234,0.0004,0.0134, Happy 
12818,8_audio_115.wav,0.6558,0.1674,0.0005,0.0051, Happy 
12819,8_audio_115.wav,0.4164,0.3566,0.001,0.0097, Happy 
12820,8_audio_116.wav,0.9718,0.0087,0.004,0.0352, Happy 
12821,8_audio_116.wav,0.9493,0.0056,0.001,0.0305, Happy 
12822,8_audio_116.wav,0.9646,0.0081,0.0002,0.0255, Happy 
12823,8_audio_116.wav,0.8731,0.016,0.0001,0.0179, Happy 
12824,8_audio_116.wav,0.8567,0.0125,0.0001,0.016, Happy 
12825,8_audio_116.wav,0.8943,0.0201,0.0001,0.004, Happy 
12826,8_audio_116.wav,0.8169,0.0089,0.0,0.004, Happy 
12827,8_audio_116.wav,0.8435,0.0194,0.0003,0.0134, Happy 
12828,8_audio_116.wav,0.8129,0.0723,0.0012,0.0167, Happy 
12829,8_audio_116.wav,0.7194,0.1432,0.0013,0.0256, Happy 
12830,8_audio_117.wav,0.333,0.2967,0.0075,0.1009, Happy 
12831,8_audio_117.wav,0.3705,0.3918,0.0059,0.0701, Sad 
12832,8_audio_117.wav,0.4193,0.2055,0.0013,0.0754, Happy 
12833,8_audio_117.wav,0.2779,0.3647,0.0009,0.07, Sad 
12834,8_audio_117.wav,0.3823,0.1072,0.0006,0.0625, Happy 
12835,8_audio_117.wav,0.2744,0.0794,0.0009,0.2547, Happy 
12836,8_audio_117.wav,0.2754,0.1592,0.0006,0.116, Happy 
12837,8_audio_117.wav,0.1356,0.3256,0.0011,0.0378, Sad 
12838,8_audio_117.wav,0.291,0.3643,0.0011,0.0117, Sad 
12839,8_audio_117.wav,0.4107,0.5429,0.0014,0.0185, Sad 
12840,8_audio_118.wav,0.0915,0.024,0.4987,0.653, Scary
12841,8_audio_118.wav,0.0904,0.0083,0.2906,0.7471, Scary
12842,8_audio_118.wav,0.0425,0.0068,0.2049,0.8721, Scary
12843,8_audio_118.wav,0.0203,0.0006,0.3266,0.8277, Scary
12844,8_audio_118.wav,0.0229,0.0011,0.3864,0.8625, Scary
12845,8_audio_118.wav,0.0111,0.001,0.3912,0.94, Scary
12846,8_audio_118.wav,0.0152,0.003,0.1683,0.9324, Scary
12847,8_audio_118.wav,0.0435,0.0093,0.1613,0.7112, Scary
12848,8_audio_118.wav,0.0312,0.0107,0.0966,0.7714, Scary
12849,8_audio_118.wav,0.0363,0.0456,0.0377,0.467, Scary
12850,8_audio_119.wav,0.688,0.2691,0.0083,0.0762, Happy 
12851,8_audio_119.wav,0.6147,0.3915,0.0061,0.0311, Happy 
12852,8_audio_119.wav,0.7284,0.2814,0.0059,0.0231, Happy 
12853,8_audio_119.wav,0.8686,0.0328,0.0012,0.0315, Happy 
12854,8_audio_119.wav,0.6855,0.0197,0.0009,0.077, Happy 
12855,8_audio_119.wav,0.3172,0.0245,0.0007,0.3281, Scary
12856,8_audio_119.wav,0.2419,0.0252,0.0013,0.3561, Scary
12857,8_audio_119.wav,0.2471,0.0549,0.0005,0.1009, Happy 
12858,8_audio_119.wav,0.3314,0.1149,0.001,0.0835, Happy 
12859,8_audio_119.wav,0.3954,0.3521,0.0024,0.0316, Happy 
12860,8_audio_12.wav,0.0652,0.8218,0.0057,0.0077, Sad 
12861,8_audio_12.wav,0.008,0.97,0.0008,0.0035, Sad 
12862,8_audio_12.wav,0.0119,0.9827,0.0007,0.0027, Sad 
12863,8_audio_12.wav,0.0482,0.9475,0.001,0.0011, Sad 
12864,8_audio_12.wav,0.0244,0.9745,0.0009,0.0017, Sad 
12865,8_audio_12.wav,0.1154,0.9292,0.0014,0.0017, Sad 
12866,8_audio_12.wav,0.1108,0.8937,0.0018,0.0095, Sad 
12867,8_audio_12.wav,0.2373,0.8665,0.0028,0.0116, Sad 
12868,8_audio_12.wav,0.2537,0.7184,0.0049,0.0257, Sad 
12869,8_audio_12.wav,0.6562,0.6193,0.0125,0.0197, Happy 
12870,8_audio_120.wav,0.838,0.0285,0.017,0.0499, Happy 
12871,8_audio_120.wav,0.8091,0.0201,0.0175,0.128, Happy 
12872,8_audio_120.wav,0.7863,0.0161,0.002,0.0405, Happy 
12873,8_audio_120.wav,0.7585,0.0102,0.0016,0.0634, Happy 
12874,8_audio_120.wav,0.6611,0.0221,0.0006,0.0493, Happy 
12875,8_audio_120.wav,0.7639,0.0711,0.0004,0.0037, Happy 
12876,8_audio_120.wav,0.6895,0.0701,0.0004,0.0035, Happy 
12877,8_audio_120.wav,0.5608,0.2634,0.0005,0.0028, Happy 
12878,8_audio_120.wav,0.6306,0.2252,0.0008,0.0063, Happy 
12879,8_audio_120.wav,0.6731,0.1188,0.0009,0.0058, Happy 
12880,8_audio_121.wav,0.5942,0.1009,0.0047,0.0172, Happy 
12881,8_audio_121.wav,0.8244,0.0323,0.0006,0.018, Happy 
12882,8_audio_121.wav,0.8479,0.0403,0.0006,0.0253, Happy 
12883,8_audio_121.wav,0.7574,0.0834,0.0003,0.0166, Happy 
12884,8_audio_121.wav,0.8226,0.0846,0.0001,0.0122, Happy 
12885,8_audio_121.wav,0.9675,0.0967,0.0002,0.0055, Happy 
12886,8_audio_121.wav,0.9737,0.1268,0.0003,0.0025, Happy 
12887,8_audio_121.wav,0.966,0.2215,0.0004,0.0037, Happy 
12888,8_audio_121.wav,0.9204,0.2862,0.0005,0.0047, Happy 
12889,8_audio_121.wav,0.8807,0.3827,0.0007,0.0076, Happy 
12890,8_audio_122.wav,0.912,0.021,0.0041,0.0201, Happy 
12891,8_audio_122.wav,0.9746,0.0166,0.0025,0.005, Happy 
12892,8_audio_122.wav,0.9618,0.0106,0.0008,0.0106, Happy 
12893,8_audio_122.wav,0.9712,0.008,0.0003,0.0058, Happy 
12894,8_audio_122.wav,0.9144,0.0116,0.0004,0.0061, Happy 
12895,8_audio_122.wav,0.8737,0.0251,0.0003,0.0032, Happy 
12896,8_audio_122.wav,0.7715,0.0668,0.0005,0.0027, Happy 
12897,8_audio_122.wav,0.9034,0.0752,0.0024,0.0104, Happy 
12898,8_audio_122.wav,0.5985,0.3125,0.0015,0.0179, Happy 
12899,8_audio_122.wav,0.7072,0.4609,0.0038,0.0068, Happy 
12900,8_audio_123.wav,0.7894,0.0552,0.0092,0.0346, Happy 
12901,8_audio_123.wav,0.9188,0.0248,0.0012,0.0132, Happy 
12902,8_audio_123.wav,0.9602,0.0114,0.0012,0.0031, Happy 
12903,8_audio_123.wav,0.9539,0.0119,0.0005,0.0055, Happy 
12904,8_audio_123.wav,0.9631,0.0211,0.0008,0.0085, Happy 
12905,8_audio_123.wav,0.8842,0.0724,0.0008,0.0041, Happy 
12906,8_audio_123.wav,0.7847,0.1638,0.001,0.0031, Happy 
12907,8_audio_123.wav,0.9236,0.0723,0.0007,0.0013, Happy 
12908,8_audio_123.wav,0.9104,0.066,0.0015,0.0016, Happy 
12909,8_audio_123.wav,0.9244,0.0801,0.0028,0.0085, Happy 
12910,8_audio_124.wav,0.1839,0.1014,0.4976,0.1669, Angry 
12911,8_audio_124.wav,0.2407,0.0991,0.1405,0.0358, Happy 
12912,8_audio_124.wav,0.1631,0.1127,0.1615,0.0229, Happy 
12913,8_audio_124.wav,0.2001,0.0227,0.0609,0.0293, Happy 
12914,8_audio_124.wav,0.1733,0.0089,0.2722,0.0427, Angry 
12915,8_audio_124.wav,0.3055,0.0318,0.0663,0.0289, Happy 
12916,8_audio_124.wav,0.1804,0.0451,0.0309,0.0448, Happy 
12917,8_audio_124.wav,0.1583,0.011,0.1303,0.1746, Scary
12918,8_audio_124.wav,0.1867,0.0413,0.0691,0.0973, Happy 
12919,8_audio_124.wav,0.5887,0.0401,0.0273,0.0331, Happy 
12920,8_audio_125.wav,0.5711,0.1999,0.317,0.0272, Happy 
12921,8_audio_125.wav,0.6619,0.0355,0.1298,0.0413, Happy 
12922,8_audio_125.wav,0.3355,0.0164,0.0146,0.1102, Happy 
12923,8_audio_125.wav,0.2604,0.0584,0.0373,0.1259, Happy 
12924,8_audio_125.wav,0.1613,0.0273,0.0669,0.1631, Scary
12925,8_audio_125.wav,0.1225,0.2951,0.0824,0.0379, Sad 
12926,8_audio_125.wav,0.2467,0.0991,0.041,0.0189, Happy 
12927,8_audio_125.wav,0.3206,0.1567,0.028,0.0426, Happy 
12928,8_audio_125.wav,0.3595,0.2595,0.0282,0.0167, Happy 
12929,8_audio_125.wav,0.3289,0.3739,0.0068,0.0257, Sad 
12930,8_audio_126.wav,0.3832,0.0549,0.0517,0.3288, Happy 
12931,8_audio_126.wav,0.3958,0.0878,0.06,0.1778, Happy 
12932,8_audio_126.wav,0.2485,0.0543,0.0476,0.1595, Happy 
12933,8_audio_126.wav,0.7235,0.0474,0.0126,0.0256, Happy 
12934,8_audio_126.wav,0.5785,0.0545,0.0404,0.1072, Happy 
12935,8_audio_126.wav,0.5958,0.0365,0.0484,0.0516, Happy 
12936,8_audio_126.wav,0.2525,0.0226,0.0087,0.2304, Happy 
12937,8_audio_126.wav,0.1471,0.1235,0.0195,0.1156, Happy 
12938,8_audio_126.wav,0.1986,0.0443,0.0211,0.2999, Scary
12939,8_audio_126.wav,0.3482,0.0514,0.0521,0.1074, Happy 
12940,8_audio_127.wav,0.6317,0.062,0.0087,0.032, Happy 
12941,8_audio_127.wav,0.8246,0.1144,0.0035,0.0109, Happy 
12942,8_audio_127.wav,0.8954,0.0619,0.0053,0.0067, Happy 
12943,8_audio_127.wav,0.8846,0.0172,0.0013,0.0192, Happy 
12944,8_audio_127.wav,0.9056,0.011,0.0019,0.0566, Happy 
12945,8_audio_127.wav,0.8662,0.0127,0.0008,0.0306, Happy 
12946,8_audio_127.wav,0.8462,0.0179,0.0008,0.0144, Happy 
12947,8_audio_127.wav,0.7906,0.0238,0.0003,0.0186, Happy 
12948,8_audio_127.wav,0.7329,0.1089,0.0012,0.0079, Happy 
12949,8_audio_127.wav,0.7962,0.1211,0.0033,0.0204, Happy 
12950,8_audio_128.wav,0.1422,0.2051,0.0884,0.4605, Scary
12951,8_audio_128.wav,0.1746,0.1091,0.0291,0.2579, Scary
12952,8_audio_128.wav,0.109,0.0082,0.0028,0.6762, Scary
12953,8_audio_128.wav,0.1227,0.0182,0.0018,0.5777, Scary
12954,8_audio_128.wav,0.0796,0.0335,0.0005,0.7356, Scary
12955,8_audio_128.wav,0.165,0.0314,0.0005,0.6309, Scary
12956,8_audio_128.wav,0.2207,0.0376,0.0007,0.6487, Scary
12957,8_audio_128.wav,0.2653,0.0126,0.0012,0.8066, Scary
12958,8_audio_128.wav,0.3541,0.0652,0.0038,0.2669, Happy 
12959,8_audio_128.wav,0.2677,0.1333,0.0052,0.1628, Happy 
12960,8_audio_129.wav,0.1024,0.0059,0.2241,0.8549, Scary
12961,8_audio_129.wav,0.1155,0.0051,0.1815,0.6521, Scary
12962,8_audio_129.wav,0.0191,0.0044,0.1405,0.782, Scary
12963,8_audio_129.wav,0.0172,0.0046,0.2473,0.7784, Scary
12964,8_audio_129.wav,0.0226,0.01,0.1057,0.5309, Scary
12965,8_audio_129.wav,0.0211,0.0189,0.2165,0.3703, Scary
12966,8_audio_129.wav,0.0227,0.0109,0.2703,0.4221, Scary
12967,8_audio_129.wav,0.0258,0.0257,0.3719,0.185, Angry 
12968,8_audio_129.wav,0.0759,0.0118,0.2168,0.0769, Angry 
12969,8_audio_129.wav,0.082,0.0276,0.155,0.1453, Angry 
12970,8_audio_13.wav,0.5146,0.242,0.0634,0.2633, Happy 
12971,8_audio_13.wav,0.2413,0.0908,0.0195,0.2054, Happy 
12972,8_audio_13.wav,0.1019,0.3074,0.0094,0.2549, Sad 
12973,8_audio_13.wav,0.0406,0.4666,0.0124,0.1243, Sad 
12974,8_audio_13.wav,0.0263,0.5715,0.0041,0.1322, Sad 
12975,8_audio_13.wav,0.0371,0.7635,0.0096,0.0051, Sad 
12976,8_audio_13.wav,0.0696,0.7339,0.006,0.0075, Sad 
12977,8_audio_13.wav,0.0304,0.7853,0.0127,0.0357, Sad 
12978,8_audio_13.wav,0.0348,0.9322,0.0035,0.0084, Sad 
12979,8_audio_13.wav,0.0281,0.8203,0.0528,0.0738, Sad 
12980,8_audio_130.wav,0.419,0.0219,0.2231,0.282, Happy 
12981,8_audio_130.wav,0.7816,0.0169,0.0795,0.0817, Happy 
12982,8_audio_130.wav,0.7609,0.0073,0.0817,0.0565, Happy 
12983,8_audio_130.wav,0.3763,0.0131,0.0585,0.1079, Happy 
12984,8_audio_130.wav,0.4573,0.0106,0.0899,0.0707, Happy 
12985,8_audio_130.wav,0.2305,0.0114,0.0662,0.0662, Happy 
12986,8_audio_130.wav,0.0727,0.0018,0.1606,0.2584, Scary
12987,8_audio_130.wav,0.4093,0.0037,0.2202,0.0721, Happy 
12988,8_audio_130.wav,0.2364,0.0164,0.041,0.2254, Happy 
12989,8_audio_130.wav,0.2559,0.0095,0.0401,0.2221, Happy 
12990,8_audio_131.wav,0.0973,0.0136,0.8362,0.5817, Angry 
12991,8_audio_131.wav,0.1317,0.0132,0.5062,0.3042, Angry 
12992,8_audio_131.wav,0.1022,0.0474,0.407,0.4511, Scary
12993,8_audio_131.wav,0.1244,0.0246,0.3717,0.6553, Scary
12994,8_audio_131.wav,0.1391,0.0205,0.3797,0.5154, Scary
12995,8_audio_131.wav,0.0501,0.0075,0.4203,0.8235, Scary
12996,8_audio_131.wav,0.1257,0.0046,0.549,0.583, Scary
12997,8_audio_131.wav,0.1043,0.0034,0.4453,0.744, Scary
12998,8_audio_131.wav,0.1569,0.0055,0.3539,0.6691, Scary
12999,8_audio_131.wav,0.2774,0.0224,0.2234,0.4155, Scary
13000,8_audio_132.wav,0.6898,0.0109,0.5052,0.1309, Happy 
13001,8_audio_132.wav,0.6481,0.009,0.3119,0.086, Happy 
13002,8_audio_132.wav,0.2999,0.0078,0.4008,0.1515, Angry 
13003,8_audio_132.wav,0.4293,0.007,0.1928,0.1144, Happy 
13004,8_audio_132.wav,0.277,0.009,0.2972,0.0941, Angry 
13005,8_audio_132.wav,0.184,0.0642,0.2006,0.0657, Angry 
13006,8_audio_132.wav,0.2723,0.0718,0.113,0.0494, Happy 
13007,8_audio_132.wav,0.3156,0.0167,0.025,0.0893, Happy 
13008,8_audio_132.wav,0.3338,0.1902,0.0397,0.0318, Happy 
13009,8_audio_132.wav,0.3578,0.1143,0.0397,0.0317, Happy 
13010,8_audio_133.wav,0.35,0.1115,0.6048,0.2064, Angry 
13011,8_audio_133.wav,0.2529,0.1542,0.1693,0.2391, Happy 
13012,8_audio_133.wav,0.331,0.2803,0.1187,0.0373, Happy 
13013,8_audio_133.wav,0.3847,0.3547,0.0085,0.0246, Happy 
13014,8_audio_133.wav,0.3606,0.5245,0.025,0.0092, Sad 
13015,8_audio_133.wav,0.2825,0.4807,0.0034,0.0136, Sad 
13016,8_audio_133.wav,0.3674,0.5944,0.0062,0.0041, Sad 
13017,8_audio_133.wav,0.3312,0.448,0.0052,0.013, Sad 
13018,8_audio_133.wav,0.4778,0.5505,0.0148,0.0108, Sad 
13019,8_audio_133.wav,0.4455,0.4003,0.0104,0.0213, Happy 
13020,8_audio_134.wav,0.5575,0.2839,0.3355,0.0192, Happy 
13021,8_audio_134.wav,0.5252,0.3112,0.0955,0.0098, Happy 
13022,8_audio_134.wav,0.5087,0.4748,0.0184,0.0033, Happy 
13023,8_audio_134.wav,0.4648,0.315,0.0026,0.0055, Happy 
13024,8_audio_134.wav,0.3702,0.3797,0.0072,0.0119, Sad 
13025,8_audio_134.wav,0.2694,0.6389,0.0018,0.0096, Sad 
13026,8_audio_134.wav,0.429,0.4659,0.001,0.0036, Sad 
13027,8_audio_134.wav,0.3301,0.7169,0.0039,0.0072, Sad 
13028,8_audio_134.wav,0.2962,0.7681,0.003,0.0067, Sad 
13029,8_audio_134.wav,0.439,0.4847,0.0008,0.0161, Sad 
13030,8_audio_135.wav,0.2061,0.2363,0.0258,0.3148, Scary
13031,8_audio_135.wav,0.2798,0.3409,0.0065,0.0567, Sad 
13032,8_audio_135.wav,0.1653,0.526,0.0021,0.0378, Sad 
13033,8_audio_135.wav,0.1376,0.7072,0.002,0.01, Sad 
13034,8_audio_135.wav,0.1112,0.5026,0.0029,0.0185, Sad 
13035,8_audio_135.wav,0.0927,0.6603,0.0017,0.019, Sad 
13036,8_audio_135.wav,0.1147,0.5962,0.0045,0.0152, Sad 
13037,8_audio_135.wav,0.139,0.3785,0.006,0.0218, Sad 
13038,8_audio_135.wav,0.1375,0.2343,0.0153,0.0405, Sad 
13039,8_audio_135.wav,0.16,0.4531,0.0104,0.0367, Sad 
13040,8_audio_136.wav,0.872,0.0144,0.0404,0.0517, Happy 
13041,8_audio_136.wav,0.9216,0.0105,0.0139,0.035, Happy 
13042,8_audio_136.wav,0.8904,0.0084,0.0056,0.0327, Happy 
13043,8_audio_136.wav,0.9189,0.008,0.0078,0.0144, Happy 
13044,8_audio_136.wav,0.9256,0.0103,0.0062,0.0146, Happy 
13045,8_audio_136.wav,0.9387,0.0281,0.0065,0.0129, Happy 
13046,8_audio_136.wav,0.8755,0.0347,0.0093,0.0296, Happy 
13047,8_audio_136.wav,0.7327,0.0504,0.0103,0.0495, Happy 
13048,8_audio_136.wav,0.7511,0.0375,0.0064,0.0064, Happy 
13049,8_audio_136.wav,0.8782,0.0616,0.0035,0.0149, Happy 
13050,8_audio_137.wav,0.1551,0.2104,0.1929,0.2589, Scary
13051,8_audio_137.wav,0.2082,0.2537,0.197,0.059, Sad 
13052,8_audio_137.wav,0.1646,0.2823,0.0799,0.0324, Sad 
13053,8_audio_137.wav,0.2068,0.0919,0.0302,0.0289, Happy 
13054,8_audio_137.wav,0.3939,0.0272,0.0066,0.085, Happy 
13055,8_audio_137.wav,0.439,0.0132,0.01,0.1813, Happy 
13056,8_audio_137.wav,0.801,0.0167,0.0049,0.0525, Happy 
13057,8_audio_137.wav,0.9264,0.0176,0.0006,0.0121, Happy 
13058,8_audio_137.wav,0.9657,0.0232,0.0007,0.0057, Happy 
13059,8_audio_137.wav,0.92,0.0523,0.0012,0.0271, Happy 
13060,8_audio_138.wav,0.8763,0.0493,0.0036,0.0175, Happy 
13061,8_audio_138.wav,0.9006,0.0691,0.0015,0.005, Happy 
13062,8_audio_138.wav,0.899,0.1402,0.0011,0.0022, Happy 
13063,8_audio_138.wav,0.8529,0.1556,0.0004,0.0017, Happy 
13064,8_audio_138.wav,0.9292,0.3028,0.0006,0.0011, Happy 
13065,8_audio_138.wav,0.7693,0.4092,0.0003,0.0021, Happy 
13066,8_audio_138.wav,0.6886,0.6161,0.0002,0.0025, Happy 
13067,8_audio_138.wav,0.4124,0.65,0.0005,0.002, Sad 
13068,8_audio_138.wav,0.7409,0.2785,0.0005,0.009, Happy 
13069,8_audio_138.wav,0.6882,0.4639,0.0009,0.0163, Happy 
13070,8_audio_139.wav,0.7051,0.1065,0.7284,0.052, Angry 
13071,8_audio_139.wav,0.2692,0.0067,0.2382,0.0764, Happy 
13072,8_audio_139.wav,0.167,0.0055,0.2003,0.4031, Scary
13073,8_audio_139.wav,0.104,0.0066,0.1051,0.3983, Scary
13074,8_audio_139.wav,0.147,0.0268,0.0278,0.0669, Happy 
13075,8_audio_139.wav,0.2768,0.0381,0.0022,0.0313, Happy 
13076,8_audio_139.wav,0.2964,0.1152,0.0085,0.01, Happy 
13077,8_audio_139.wav,0.4002,0.0705,0.0014,0.038, Happy 
13078,8_audio_139.wav,0.33,0.241,0.0034,0.0298, Happy 
13079,8_audio_139.wav,0.5528,0.2311,0.0012,0.0108, Happy 
13080,8_audio_14.wav,0.1788,0.1286,0.1722,0.4052, Scary
13081,8_audio_14.wav,0.1348,0.18,0.0793,0.1381, Sad 
13082,8_audio_14.wav,0.2044,0.6167,0.1723,0.0047, Sad 
13083,8_audio_14.wav,0.1328,0.4865,0.2225,0.119, Sad 
13084,8_audio_14.wav,0.1025,0.592,0.0931,0.1242, Sad 
13085,8_audio_14.wav,0.0649,0.6225,0.1163,0.2833, Sad 
13086,8_audio_14.wav,0.0569,0.3016,0.3433,0.2794, Angry 
13087,8_audio_14.wav,0.0615,0.0308,0.3284,0.4081, Scary
13088,8_audio_14.wav,0.081,0.0337,0.15,0.4989, Scary
13089,8_audio_14.wav,0.1211,0.058,0.0372,0.1985, Scary
13090,8_audio_140.wav,0.1037,0.0112,0.6293,0.3687, Angry 
13091,8_audio_140.wav,0.0853,0.0091,0.631,0.4785, Angry 
13092,8_audio_140.wav,0.0579,0.0288,0.5287,0.2394, Angry 
13093,8_audio_140.wav,0.1458,0.0176,0.3293,0.1083, Angry 
13094,8_audio_140.wav,0.1463,0.0942,0.4179,0.0546, Angry 
13095,8_audio_140.wav,0.1174,0.1962,0.3063,0.0639, Angry 
13096,8_audio_140.wav,0.1001,0.4136,0.3619,0.0597, Sad 
13097,8_audio_140.wav,0.1045,0.3144,0.3528,0.0493, Angry 
13098,8_audio_140.wav,0.1636,0.2658,0.1794,0.0365, Sad 
13099,8_audio_140.wav,0.1325,0.3801,0.1821,0.0738, Sad 
13100,8_audio_141.wav,0.4312,0.0261,0.5915,0.0402, Angry 
13101,8_audio_141.wav,0.3091,0.0264,0.5513,0.0772, Angry 
13102,8_audio_141.wav,0.3196,0.0466,0.4446,0.0279, Angry 
13103,8_audio_141.wav,0.3265,0.0269,0.2143,0.0159, Happy 
13104,8_audio_141.wav,0.4422,0.0206,0.3113,0.0158, Happy 
13105,8_audio_141.wav,0.3495,0.0588,0.3804,0.0303, Angry 
13106,8_audio_141.wav,0.2946,0.0791,0.5485,0.0358, Angry 
13107,8_audio_141.wav,0.2753,0.3837,0.2008,0.0197, Sad 
13108,8_audio_141.wav,0.2884,0.1526,0.2834,0.1239, Happy 
13109,8_audio_141.wav,0.2934,0.2198,0.0125,0.0938, Happy 
13110,8_audio_142.wav,0.0394,0.0154,0.2285,0.9567, Scary
13111,8_audio_142.wav,0.0345,0.0049,0.1114,0.9521, Scary
13112,8_audio_142.wav,0.0329,0.0033,0.0223,0.9504, Scary
13113,8_audio_142.wav,0.0576,0.0219,0.0064,0.5233, Scary
13114,8_audio_142.wav,0.3396,0.0122,0.0025,0.2881, Happy 
13115,8_audio_142.wav,0.0223,0.0136,0.0012,0.6679, Scary
13116,8_audio_142.wav,0.0202,0.0221,0.0013,0.4649, Scary
13117,8_audio_142.wav,0.3555,0.0417,0.0003,0.0405, Happy 
13118,8_audio_142.wav,0.2972,0.0675,0.0002,0.1048, Happy 
13119,8_audio_142.wav,0.7895,0.0506,0.0006,0.0243, Happy 
13120,8_audio_143.wav,0.9612,0.0294,0.0118,0.0182, Happy 
13121,8_audio_143.wav,0.9733,0.0106,0.0103,0.0153, Happy 
13122,8_audio_143.wav,0.977,0.0067,0.0054,0.0095, Happy 
13123,8_audio_143.wav,0.9534,0.0076,0.004,0.0313, Happy 
13124,8_audio_143.wav,0.9508,0.0041,0.0043,0.0403, Happy 
13125,8_audio_143.wav,0.9041,0.006,0.0026,0.0361, Happy 
13126,8_audio_143.wav,0.9597,0.0023,0.0012,0.0859, Happy 
13127,8_audio_143.wav,0.9826,0.0028,0.0008,0.0282, Happy 
13128,8_audio_143.wav,0.9859,0.0059,0.0008,0.0201, Happy 
13129,8_audio_143.wav,0.9854,0.0094,0.0017,0.0302, Happy 
13130,8_audio_144.wav,0.4206,0.0292,0.6014,0.2255, Angry 
13131,8_audio_144.wav,0.4263,0.0091,0.1457,0.1069, Happy 
13132,8_audio_144.wav,0.4658,0.0247,0.1041,0.0193, Happy 
13133,8_audio_144.wav,0.4267,0.0115,0.0415,0.0328, Happy 
13134,8_audio_144.wav,0.4418,0.0597,0.0159,0.0432, Happy 
13135,8_audio_144.wav,0.3457,0.0054,0.0099,0.1584, Happy 
13136,8_audio_144.wav,0.3985,0.005,0.008,0.0961, Happy 
13137,8_audio_144.wav,0.1568,0.0201,0.0047,0.1237, Happy 
13138,8_audio_144.wav,0.1359,0.025,0.0108,0.0636, Happy 
13139,8_audio_144.wav,0.3203,0.0317,0.0209,0.0821, Happy 
13140,8_audio_145.wav,0.7642,0.0058,0.0931,0.1341, Happy 
13141,8_audio_145.wav,0.7767,0.0014,0.066,0.0519, Happy 
